Line2_up,"yuzui,tianbaojie,qinglianjie,luotanglu,youfangqiao,yurundajie,yuantong,aotidong,xinglongdajie,jiqingmen,yunjinlu,mochouhu,hanzhongmen,shanghailu,xinjiekou,daxinggong,xianmen,minggugong,muxuyuan,xiamafang,xiaolingwei,zhonglingjie,maqun,jinmalu,xianhemen,xuezelu,xianlinzhongxin,yangshangongyuan,nanda,jingtianlu",
Line2_down,"jingtianlu,nanda,yangshangongyuan,xianlinzhongxin,xuezelu,xianhemen,jinmalu,maqun,zhonglingjie,xiaolingwei,xiamafang,muxuyuan,minggugong,xianmen,daxinggong,xinjiekou,shanghailu,hanzhongmen,mochouhu,yunjinlu,jiqingmen,xinglongdajie,aotidong,yuantong,yurundajie,youfangqiao,luotanglu,qinglianjie,tianbaojie,yuzui",
